Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
6,0.01,0.05,0.0,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
6,0.01,0.05,0.0,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
6,0.01,0.05,0.0,100000,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
6,0.01,0.05,0.0,100000,1000,0,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,10,0
6,0.01,0.05,0.1,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
6,0.01,0.05,0.1,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
6,0.01,0.05,0.1,100000,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
6,0.01,0.05,0.1,100000,1000,0,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,10,0
6,0.01,0.3,0.0,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,165.6,0.0,0.9999090991728026,11,11
6,0.01,0.3,0.0,500,1000,4,0,4,0.0,0.0,0.0,0.0,,0.36360330879011,0.36360330879011,4,4
6,0.01,0.3,0.0,100000,0,365,11,1,0.02925531914893617,0.9166666666666666,0.9090909090909091,0.05670103092783505,119.7,0.16590901549590206,0.17090901322317578,11,376
6,0.01,0.3,0.0,100000,1000,360,0,10,0.0,0.0,0.0,0.0,,0.16363628925623216,0.16363628925623216,10,360
6,0.01,0.3,0.1,500,0,0,12,1,1.0,0.9230769230769231,0.9090909090909091,0.9600000000000001,138.5,0.0,1.0906116513678088,11,12
6,0.01,0.3,0.1,500,1000,3,1,3,0.25,0.25,0.25,0.25,486.0,0.2726529128419522,0.3635372171226029,4,4
6,0.01,0.3,0.1,100000,0,356,10,1,0.0273224043715847,0.9090909090909091,0.9090909090909091,0.05305039787798408,138.9,0.1618179611573257,0.1663634095044416,11,366
6,0.01,0.3,0.1,100000,1000,322,0,10,0.0,0.0,0.0,0.0,,0.14636343677713165,0.14636343677713165,10,322
6,0.2,0.05,0.0,500,0,1,2,9,0.6666666666666666,0.18181818181818182,0.18181818181818182,0.28571428571428575,139.0,0.0909008271975275,0.2727024815925825,11,3
6,0.2,0.05,0.0,500,1000,3,1,3,0.25,0.25,0.25,0.25,14.0,0.2727024815925825,0.36360330879011,4,4
6,0.2,0.05,0.0,100000,0,260,2,9,0.007633587786259542,0.18181818181818182,0.18181818181818182,0.01465201465201465,96.5,0.11818176446283434,0.1190908549587023,11,262
6,0.2,0.05,0.0,100000,1000,245,0,10,0.0,0.0,0.0,0.0,,0.11136358574382466,0.11136358574382466,10,245
6,0.2,0.05,0.1,500,0,1,3,8,0.75,0.2727272727272727,0.2727272727272727,0.39999999999999997,247.33333333333334,0.09088430428065072,0.3635372171226029,11,4
6,0.2,0.05,0.1,500,1000,3,1,3,0.25,0.25,0.25,0.25,486.0,0.2726529128419522,0.3635372171226029,4,4
6,0.2,0.05,0.1,100000,0,301,4,7,0.013114754098360656,0.36363636363636365,0.36363636363636365,0.02531645569620253,162.25,0.1368179952481883,0.13863617458703464,11,305
6,0.2,0.05,0.1,100000,1000,271,1,9,0.003676470588235294,0.1,0.1,0.0070921985815602835,416.0,0.12318165020684063,0.12363619504155221,10,272
6,0.2,0.3,0.0,500,0,0,12,1,1.0,0.9230769230769231,0.9090909090909091,0.9600000000000001,42.2,0.0,1.09080992637033,11,12
6,0.2,0.3,0.0,500,1000,6,2,2,0.25,0.5,0.5,0.3333333333333333,213.0,0.545404963185165,0.72720661758022,4,8
6,0.2,0.3,0.0,100000,0,672,10,1,0.01466275659824047,0.9090909090909091,0.9090909090909091,0.02886002886002886,27.2,0.30545440661163337,0.30999985909097316,11,682
6,0.2,0.3,0.0,100000,1000,622,6,4,0.009554140127388535,0.6,0.6,0.018808777429467086,350.3333333333333,0.28272714421493444,0.28545441570253827,10,628
6,0.2,0.3,0.1,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,48.9,0.0,0.999727347087158,11,11
6,0.2,0.3,0.1,500,1000,4,1,3,0.2,0.25,0.25,0.22222222222222224,474.0,0.3635372171226029,0.4544215214032537,4,5
6,0.2,0.3,0.1,100000,0,696,13,1,0.018335684062059238,0.9285714285714286,0.9090909090909091,0.035961272475795295,28.8,0.316363204959266,0.3222722878105166,11,709
6,0.2,0.3,0.1,100000,1000,654,5,5,0.007587253414264037,0.5,0.5,0.014947683109118088,345.6,0.2972723219013792,0.2995450460749372,10,659
7,0.01,0.05,0.0,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
7,0.01,0.05,0.0,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
